archive_id,platform,space,chain,proposal_number,title,source_url,voter,voter_ens_name,choice_json,votes_raw,vp,vp_by_strategy_json,reason,created,timestamp,ipfs,transaction_hash
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x33bbf6e27ce7b254e537bcb9f3b00cd1451563ea,,"""FOR""",14,,null,🤘 They have given a good proof of work FOR,,1773843101,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x8d2a253a5885806aa14e583c80c8833a904fb252,,"""FOR""",6,,null,🛹🇺🇬➡️🇿🇦.. 🤘🏼⚡️,,1773790263,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xb8960781a394cf316bf2b4df870610e2e6a8dbba,,"""FOR""",1,,null,,,1773788859,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xdfb6ed808fadddad9154f5605e349fff96e3d939,,"""FOR""",39,,null,\m/\m/,,1773784619,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x356d8dac5f0da039dcc3e22c8b42fde00e79f7e6,,"""FOR""",7,,null,,,1773778425,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x8bf5941d27176242745b716251943ae4892a3c26,,"""FOR""",151,,null,"I commit to keep building Gnars, no matter what, until gnars is bigger than nike",,1773774427,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xdcf37d8aa17142f053aaa7dc56025ab00d897a19,,"""FOR""",111,,null,⌐◨-◨,,1773773663,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x6b67623ff56c10d9dcfc2152425f90285fc74ddd,,"""FOR""",66,,null,,,1773770381,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,,"""FOR""",16,,null,"these bros could be asking for 5x the amount and I would still vote For. for years they've gone above and beyond with little-to-no compensation because they believe in the community and mission, and have not only kept Gnars alive, but active and evolving through the brutal market cycles.

they live, breathe, and bleed gnars. they're also incredibly skilled and dedicated builders, and gnars is lucky to have their swords for such a steal.",,1773764371,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x8ab97fe0c2899d13e11c094660b472ed61c6f6e6,,"""FOR""",1,,null,🛹,,1773763703,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xd4eaa5e657c8b3349cb6becf8ac097839e9e7af5,,"""FOR""",10,,null,,,1773760755,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xb4964e1eca55db36a94e8aeffbfbab48529a2f6c,,"""FOR""",1,,null,,,1773756467,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x3a7b8d37cb2da4c3b7c897421d90f42cc015d68d,,"""FOR""",3,,null,,,1773747833,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x2feb329b9289b60064904fa61fc347157a5aed6a,,"""FOR""",61,,null,"yo. nice to see the three of you coming together as a team, supporting each other and aiming for greater impact within gnars.

without active devs and contributors who are consistently putting in the real work for the DAO, it becomes genuinely difficult to move things forward in a meaningful way in a super gnarly way.... you know, you can build something visually compelling or culturally relevant, but reaching a professional level of execution looking for scaling, especially in a way that truly honors our work [onchain], whether dynamic or static, would be much more difficult without these ongoing efforts that the team is committed to continuing and evolving.",,1773707943,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xd1195629d9ba1168591b8ecdec9abb1721fcc7d8,,"""FOR""",9,,null,,,1773695461,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xaaed9fff9858d48925904e391b77892ba5fda824,,"""FOR""",4,,null,"I believe this is one of the most important steps for the DAO at this moment. We've had some gaps since at least 2024-2025 that need to be filled for the Gnars to become more autonomous, decentralized, and data-driven. 

My goal with this proposal is not to work in isolation, but to gather information from all DAO users, to do justice to the legacy built so far, in order to build a DAO that funds extreme sports in a decentralized, autonomous way. ⌐◨-◨",,1773683047,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x39a7b6fa1597bb6657fe84e64e3b836c37d6f75d,,"""FOR""",41,,null,"It's undeniable that Gnars DAO needs leadership. A focused, aligned group making the right calls with the treasury is not a weakness, it's a requirement for long-term success. That group, alongside the pod media, is what I believe will move this DAO forward. That's why this proposal exists, and that's why together we'll make a new Nouns prop happen.",,1773680973,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x057cfcd04198e6d17f1bf502135d9508b6fa2fde,,"""FOR""",59,,null,👊🏽✊🏽,,1773680899,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xb2b7d66bb56ce8ff7838dc8053ff35050ed95e9d,,"""ABSTAIN""",154,,null,"I would vote against just because there's a Vlad in these proposals. Always against others proposals with such a minor money ask, but for him, draining the DAO is fine.

I will abstain in respect of Ratopunk and Carva, sorry guys, would voted yes.",,1773677325,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0x1273261b09dc30d0b6ce460d7cab5820fa42e38c,,"""FOR""",4,,null,,,1773668943,,
gnars-base-118,gnars.com,gnars-dao,base,118,Gnars Operations - Q1 2026 Workstream Proposal,https://www.gnars.com/proposals/base/118,0xddb4938755c243a4f60a2f2f8f95df4f894c58cc,,"""FOR""",10,,null,"Operations is essential for the growth of Gnars, as it ensures that the entire foundation works: website, bots, data, and community infrastructure. Let's go, guys! 

⌐⬛-⬛",,1773623913,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xdcf37d8aa17142f053aaa7dc56025ab00d897a19,,"""FOR""",111,,null,⌐◨-◨,,1773496245,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x39a7b6fa1597bb6657fe84e64e3b836c37d6f75d,,"""ABSTAIN""",40,,null,"I'm glad to see this proposal passing, Monique.
That said, I want to share some honest feedback: we'd love to see more of your presence in the DAO, whether that's engaging in governance discussions or staying in closer contact with the pod media team to help amplify what you're doing. I completely understand that athletes live in their craft, and that's exactly your strength. But connecting that to our community and marketing narrative is something we really need right now.
I trust you to deliver on this proposal, and I'm rooting for you. Hoping to see you more involved going forward, it'll only make future proposals an easier sell for everyone.",,1773400695,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x387a161c6b25aa854100abaed39274e51aaffffd,,"""FOR""",134,,null,Support female athletes in action sports. Monik rips.,,1773368257,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x4b5951ca3fd19897feb9e42609f252b609eae526,,"""FOR""",0,,null,Support female athletes in action sports. Monik rips.,,1773367753,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x1273261b09dc30d0b6ce460d7cab5820fa42e38c,,"""FOR""",4,,null,"Go go go, Monik!",,1773355673,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x354817e24de8708a80a3f19881c9778d98519d7f,,"""ABSTAIN""",0,,null,"I think it what Monik is doing is very valuable and as a woman I respect and admire what she has achieved, but I think that the proposal itself is lacking information such as the real costs of registrations, more information about the event, etc. This is the main reason why I would vote against. If the prop was reformulated, I would surely vote for Monik.",,1773344303,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x33a7a26d9c6c799a02e4870137de647674371ffc,,"""FOR""",1,,null,,,1773336209,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x33bbf6e27ce7b254e537bcb9f3b00cd1451563ea,,"""AGAINST""",15,,null,$34,,1773334241,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xedc1a397589a0236c4810883b7d559288a5fe7e1,,"""FOR""",110,,null,I am a sucker for cool athletes trying to push themselves in competitions and would love being helpful in this journey as believe that is one of the two most cool stuff we have done as a dao. ,,1773303153,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xacd5443c888301bc2a767db1b11d1c7e5fa98002,,"""FOR""",4,,null,,,1773290237,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xfc27b375faf1fbd3f3462044cf810082f042a45b,,"""FOR""",30,,null,Good luck monik! Keep shredding & aloha 🤙🏾,,1773283165,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x057cfcd04198e6d17f1bf502135d9508b6fa2fde,,"""FOR""",59,,null,👊🏽✊🏽,,1773272293,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x356d8dac5f0da039dcc3e22c8b42fde00e79f7e6,,"""FOR""",7,,null,"Lately, we've seen DAO supporting several projects by Gnars OG members, such as props 89, 95, 97, 99, 101, 104... with values ​​similar to or greater than what Monika requests to live her dream in an elitist and prejudiced sport like surfing, which lacks brands like skateboarding to support men, and where it's twice as difficult for women to advance on this path because there's almost no support. Bless Skateshop supports this prop and hopes that Monika can achieve all her goals and dreams.

Let's Go Monika!!",,1773268197,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xdfb6ed808fadddad9154f5605e349fff96e3d939,,"""FOR""",39,,null,although not a standard sponsorship in the current eyes of gnars! atb,,1773256363,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xddb4938755c243a4f60a2f2f8f95df4f894c58cc,,"""FOR""",10,,null,"One of the few girls within our community, Monik represents something that goes far beyond competition.

I agree with Vlad on several points, but at the same time it’s good to have Monik around. I believe she adds value to the community. I just think she could participate a bit more in the conversations, ask more questions, interact more with everyone, and it’s not the first time I’m saying this lol

I feel that everyone here in the Gnars is always open to dialogue, whether it’s to learn, teach, or simply exchange ideas about projects.

In the end, community is built exactly like that, with presence, exchange, and participation.

Either way, I wish you good luck on this journey.",,1773252291,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x05a1ff0a32bc24265bcb39499d0c5d9a6cb2011c,,"""FOR""",16,,null,deferring to zima and mari on this one ⌐◨-◨,,1773241355,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x8bf5941d27176242745b716251943ae4892a3c26,,"""AGAINST""",151,,null,not the right time,,1773229665,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x4322d6b24bda8af69dd1014c4f29138f6d794ada,,"""FOR""",31,,null,,,1773227535,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x4d16fce1bd6e327ae31398ce9a2c4e12c077ecb1,,"""FOR""",14,,null,$35,,1773226661,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xb2b7d66bb56ce8ff7838dc8053ff35050ed95e9d,,"""FOR""",154,,null,,,1773226109,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xeb0e6ecd0e78b0a84ecd9663a041f453c454a99d,,"""AGAINST""",3,,null,,,1773222033,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0xaaed9fff9858d48925904e391b77892ba5fda824,,"""FOR""",4,,null,,,1773170053,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x2feb329b9289b60064904fa61fc347157a5aed6a,,"""FOR""",61,,null,"- one of the only female athletes in the DAO
- the absolutely rips in surf, storng perfomance representing gnars e noggles in competitions.
- she comes from a tought reality, blackwomam from brazil's northeast.
- she adapted after moving up to the prop tier as draft and worked to improve her metricks and values.
- as a surfer who knows the scene, if i didnt vote in favor i'd honestly be crazy.
- i encourage everyone to thing about ehat gnars represents, who monik is, and why would make send to vote yes here.
- as monique herself said, the impact is collective. 

good luck monstrenga. ",,1773146249,,
gnars-base-117,gnars.com,gnars-dao,base,117,Sponsor Gnars Monik Santos in QS/WSL 2026,https://www.gnars.com/proposals/base/117,0x25810d1a8b1affc444d5333bf0496f1202d6f89f,,"""FOR""",16,,null,,,1773144593,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0x356d8dac5f0da039dcc3e22c8b42fde00e79f7e6,,"""FOR""",2,,null,,,1772493513,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0x8bf5941d27176242745b716251943ae4892a3c26,,"""AGAINST""",117,,null,"might be the horse year thing making you act like horse

I am doing an ai experiment for gnars as well, many members are training it and using it to work with the dao. it also have delegated power , but it has 1 vote, so we can evaluate its performance first.

I think that delegating the biggest active voting block to an early experiment is a huge lack of sense of responsibility. it seems that you are very excited about your new idea and forgot to think about basic concepts, and you forgot to look around you before acting. 

I’d like to use this voting reason space to publicly ask you to continue your experiment, but with reduced voting power, so that we don’t jeopardize deterministic governance processes with an early-stage probabilistic system.",,1772468341,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0xaaed9fff9858d48925904e391b77892ba5fda824,,"""FOR""",54,,null,"A step towards autonomous in a decentralized organization, and it has my support. fcarva here

""gami ai and bobgnarly working 2gheter.  our hijos."" zima here",,1772414285,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0xdfb6ed808fadddad9154f5605e349fff96e3d939,,"""FOR""",33,,null,dope nounish shterf botto! agentic A! ftw,,1772411589,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0x8ab97fe0c2899d13e11c094660b472ed61c6f6e6,,"""AGAINST""",1,,null,,,1772383511,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0x4d16fce1bd6e327ae31398ce9a2c4e12c077ecb1,,"""AGAINST""",11,,null,"There are good ways and bad ways to use AI in governance. A healthy community needs human members who are engaged and empowered. Agentic Voting using absentee voting power creates a disconnect between the humans doing the work, and the humans making the decisions with the help of agents, that obliterates the communities sense of co-ownership. 

As I said in community channels, I think that using your agent to distribute delegation according to a standard evaluation schema or according to relative governance metrics like participation, engagement level , prior contributions, views on reposted community content, etc. ",,1772306755,,
gnars-base-116,gnars.com,gnars-dao,base,116,Resolution: Autonomous Agent Participation in Gnars Governance,https://www.gnars.com/proposals/base/116,0x33bbf6e27ce7b254e537bcb9f3b00cd1451563ea,,"""FOR""",11,,null,LFG Extreme ai!,,1772144519,,
gnars-base-113,gnars.com,gnars-dao,base,113,Co-Sponsor Builder Nouns The Documentary ,https://www.gnars.com/proposals/base/113,0xdcf37d8aa17142f053aaa7dc56025ab00d897a19,,"""FOR""",111,,null,⌐◨-◨ ,,1771507825,,
gnars-base-113,gnars.com,gnars-dao,base,113,Co-Sponsor Builder Nouns The Documentary ,https://www.gnars.com/proposals/base/113,0xdfb6ed808fadddad9154f5605e349fff96e3d939,,"""FOR""",33,,null,Cool Initiative,,1771397797,,
gnars-base-113,gnars.com,gnars-dao,base,113,Co-Sponsor Builder Nouns The Documentary ,https://www.gnars.com/proposals/base/113,0xaadfcfadeaf8424b7a3d345c3131ff0e975ad09d,,"""FOR""",0,,null,"Bless Skateshop fully supports this proposal!
As a Brazilian skateshop passionate about skate culture and what Gnars represents, we see this documentary as an incredible opportunity to record and amplify the innovation happening in the Builder ecosystem.",,1771376321,,
gnars-base-113,gnars.com,gnars-dao,base,113,Co-Sponsor Builder Nouns The Documentary ,https://www.gnars.com/proposals/base/113,0x8bf5941d27176242745b716251943ae4892a3c26,,"""FOR""",117,,null,"Just want to ask to generate also text, presentation, docs material that we can use after. And a strategy of revenue back fthrough droposal, coining or others. so we can try to get some money back from the audiovisual production, I am sure you are thinking about something based on our conversations. I like the ideia of using gnars as an example inside a nouns.builder scope inside eth denver. its definetelly something ethereum needs to be proud of and you can show then why. good luck , make your gnarly crew proud",,1771273107,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xdad67a985ce8fa4a3ea01fae4f41b2cf6241ec1b,,"""FOR""",13,,null,,,1770821925,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xdcf37d8aa17142f053aaa7dc56025ab00d897a19,,"""FOR""",111,,null,⌐◨-◨,,1770659707,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xb2b7d66bb56ce8ff7838dc8053ff35050ed95e9d,,"""ABSTAIN""",153,,null,"I will abstain because the onboarding process is still missing a little bit, I like the idea and agree with Ratopunk opinion here, but I love those kind of event for gnars, just need more details and ways to connect skater with the DAO, some way to interact with the community. With that improvement I will vote for.",,1770656325,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0x3a7b8d37cb2da4c3b7c897421d90f42cc015d68d,,"""FOR""",3,,null,LFG Pam!!!,,1770656299,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0x8bf5941d27176242745b716251943ae4892a3c26,,"""FOR""",117,,null,"everything good people said in the comments about Pam skills is true. 
I like that the proposal has a phisical product strategy and a digital product strategy. Although I still think our onboarding process is broken and we need to look for stuff like mailing gathering and a more guided branding. 

I will vote for and bet on the evoltution on this kind of event based on the fact that this could be an experiment for willys idea of Street Team. 

But i want to see the other topics worked out in the next one",,1770650293,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xaaed9fff9858d48925904e391b77892ba5fda824,,"""FOR""",54,,null,"GAME OF PAM 2026 is a way to grow awareness, branding, and value for gnars. 

The proposal is coherent, low cost and returns to DAO.

have my full support. Let's go!",,1770642913,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xdb1cb916373416fc900a8533ce02aff3faa62cdf,,"""FOR""",12,,null,he did a great job with skatehive so im sure he will do a good job with this,,1770564965,,
gnars-base-112,gnars.com,gnars-dao,base,112,GNARS PRESENTS: GAME OF PAM 2026 - ROOSEVELT SQUARE,https://www.gnars.com/proposals/base/112,0xddb4938755c243a4f60a2f2f8f95df4f894c58cc,,"""FOR""",10,,null,⌐🟥-🟥,,1770507563,,
